VariableCode,RegionCode,YearCode,AggValue
rgdpna,ETH,1963,12729.14843724790000000
rgdpna,ETH,1964,13142.94771517270000000
rgdpna,ETH,1965,13955.79735909330000000
rgdpna,ETH,1966,14623.84129265150000000
rgdpna,ETH,1967,15534.90866465940000000
rgdpna,ETH,1968,16319.08338538770000000
rgdpna,ETH,1969,16808.91115723690000000
rgdpna,ETH,1970,16436.81121574130000000
rgdpna,ETH,1971,17190.48954717110000000
rgdpna,ETH,1972,17938.34758522980000000
rgdpna,ETH,1973,18333.53819370000000000
rgdpna,ETH,1974,18335.61106281920000000
rgdpna,ETH,1975,17476.14412030680000000
rgdpna,ETH,1976,17446.45971551300000000
rgdpna,ETH,1977,17366.05838646000000000
rgdpna,ETH,1978,16317.22123416950000000
rgdpna,ETH,1979,18012.81110337560000000
rgdpna,ETH,1980,18876.23530765560000000
rgdpna,ETH,1981,19507.41407013260000000
rgdpna,ETH,1982,19707.74096497160000000
rgdpna,ETH,1983,20331.35490046580000000
rgdpna,ETH,1984,20510.21375785390000000
rgdpna,ETH,1985,20181.02485354930000000
rgdpna,ETH,1986,20796.22646819720000000
rgdpna,ETH,1987,18159.03686758420000000
rgdpna,ETH,1988,24144.31241541340000000
rgdpna,ETH,1989,22671.39213452340000000
rgdpna,ETH,1990,22730.33940601000000000
rgdpna,ETH,1991,21089.68728437340000000
rgdpna,ETH,1992,19211.14889195280000000
rgdpna,ETH,1993,21778.35307551820000000
rgdpna,ETH,1994,22537.64028546940000000
rgdpna,ETH,1995,23917.17933630370000000
rgdpna,ETH,1996,27064.01396510700000000
rgdpna,ETH,1997,28022.86476225920000000
rgdpna,ETH,1998,26889.23755484790000000
rgdpna,ETH,1999,28277.37005652450000000
rgdpna,ETH,2000,29994.61520577710000000
rgdpna,ETH,2001,32484.59727362530000000
rgdpna,ETH,2002,32976.64672138990000000
rgdpna,ETH,2003,32263.99425333070000000
rgdpna,ETH,2004,36642.98038200790000000
rgdpna,ETH,2005,40973.75659355550000000
rgdpna,ETH,2006,45413.11150858390000000
rgdpna,ETH,2007,50615.64453338820000000
rgdpna,ETH,2008,56076.34073307070000000
rgdpna,ETH,2009,61012.45319501100000000
rgdpna,ETH,2010,68669.84775540430000000
rgdpna,ETH,2011,76345.96089786430000000
rgdpna,FJI,1960,636.05394676989200000
rgdpna,FJI,1961,655.68946758338200000
rgdpna,FJI,1962,680.27571798309800000
rgdpna,FJI,1963,724.96943644050200000
rgdpna,FJI,1964,760.97435458673600000
rgdpna,FJI,1965,739.94492740590500000
rgdpna,FJI,1966,740.74433296960200000
rgdpna,FJI,1967,841.60898184808600000
rgdpna,FJI,1968,910.91552768358300000
rgdpna,FJI,1969,932.78366441021900000
rgdpna,FJI,1970,1050.12821095971000000
rgdpna,FJI,1971,1118.47975134785000000
rgdpna,FJI,1972,1205.47262058927000000
rgdpna,FJI,1973,1342.17570136553000000
rgdpna,FJI,1974,1379.45835970182000000
rgdpna,FJI,1975,1410.52724175367000000
rgdpna,FJI,1976,1435.38234752109000000
rgdpna,FJI,1977,1509.94766419365000000
rgdpna,FJI,1978,1539.68905727493000000
rgdpna,FJI,1979,1727.28861591037000000
rgdpna,FJI,1980,1697.54722219939000000
rgdpna,FJI,1981,1807.36159752522000000
rgdpna,FJI,1982,1766.18120725031000000
rgdpna,FJI,1983,1715.84961808703000000
rgdpna,FJI,1984,1857.69318668851000000
rgdpna,FJI,1985,1784.48360313795000000
rgdpna,FJI,1986,1905.73697565743000000
rgdpna,FJI,1987,1782.19580357328000000
rgdpna,FJI,1988,1814.22499621923000000
rgdpna,FJI,1989,2054.44394295292000000
rgdpna,FJI,1990,2226.02890463568000000
rgdpna,FJI,1991,2166.54611784342000000
rgdpna,FJI,1992,2251.19469921732000000
rgdpna,FJI,1993,2290.08729055727000000
rgdpna,FJI,1994,2349.80956102895000000
rgdpna,FJI,1995,2469.52930314028000000
rgdpna,FJI,1996,2588.06670954492000000
rgdpna,FJI,1997,2711.85342306910000000
rgdpna,FJI,1998,2647.39727715521000000
rgdpna,FJI,1999,2681.64321410078000000
rgdpna,FJI,2000,2915.25643988199000000
rgdpna,FJI,2001,2864.90529649414000000
rgdpna,FJI,2002,2918.39078630398000000
rgdpna,FJI,2003,3011.46410568235000000
rgdpna,FJI,2004,3036.73631219668000000
rgdpna,FJI,2005,3201.41943359375000000
rgdpna,FJI,2006,3260.72540871101000000
rgdpna,FJI,2007,3231.37887960945000000
rgdpna,FJI,2008,3263.69266861965000000
rgdpna,FJI,2009,3221.26466365556000000
rgdpna,FJI,2010,3214.82213449197000000
rgdpna,FJI,2011,3279.11857718181000000
rgdpna,GRD,1970,129.01886031162000000
rgdpna,GRD,1971,138.05018055687600000
rgdpna,GRD,1972,148.37168940859600000
rgdpna,GRD,1973,161.27357547324700000
rgdpna,GRD,1974,171.59508432496800000
rgdpna,GRD,1975,176.75583875082800000
rgdpna,GRD,1976,192.70958529701800000
rgdpna,GRD,1977,203.70210596485000000
rgdpna,GRD,1978,212.33085716351100000
rgdpna,GRD,1979,224.39405322136700000
rgdpna,GRD,1980,228.99140246992600000
rgdpna,GRD,1981,231.23968442331600000
rgdpna,GRD,1982,238.29463858949000000
rgdpna,GRD,1983,242.13222347625200000
rgdpna,GRD,1984,254.90866753279300000
rgdpna,GRD,1985,270.66990005785200000
rgdpna,GRD,1986,297.27715493784900000
rgdpna,GRD,1987,324.93877691964800000
rgdpna,GRD,1988,332.71473170006400000
rgdpna,GRD,1989,351.94917216209900000
rgdpna,GRD,1990,370.41609564678200000
rgdpna,GRD,1991,383.82050826111500000
rgdpna,GRD,1992,388.03022271321900000
rgdpna,GRD,1993,383.27781947910200000
rgdpna,GRD,1994,396.03875830453000000
rgdpna,GRD,1995,406.47159404586900000
rgdpna,GRD,1996,426.79841990057500000
rgdpna,GRD,1997,449.70910913356700000
rgdpna,GRD,1998,486.40905985903800000
rgdpna,GRD,1999,520.25247817285000000
rgdpna,GRD,2000,582.66122194280100000
rgdpna,GRD,2001,559.86739091481200000
rgdpna,GRD,2002,571.85833527477200000
rgdpna,GRD,2003,620.14671924892200000
rgdpna,GRD,2004,580.01243719067800000
rgdpna,GRD,2005,649.84167312704700000
rgdpna,GRD,2006,637.30518508020900000
rgdpna,GRD,2007,666.19532202101300000
rgdpna,ATG,1993,621.75735782883000000
rgdpna,ATG,1994,660.13223364135500000
rgdpna,ATG,1995,627.45223052020900000
rgdpna,ATG,1996,665.55226945888600000
rgdpna,ATG,1997,702.54657043234800000
rgdpna,ATG,1998,737.16960551795700000
rgdpna,ATG,1999,773.53753421895300000
rgdpna,ATG,2000,799.25220525331800000
rgdpna,ATG,2001,774.31104368080000000
rgdpna,ATG,2002,796.72966237205100000
rgdpna,ATG,2003,849.19255809964100000
rgdpna,ATG,2004,890.91049633181600000
rgdpna,ATG,2005,945.38162332518800000
rgdpna,ATG,2006,1073.37569013909000000
rgdpna,ATG,2007,1176.72138359535000000
rgdpna,ATG,2008,1177.09421045959000000
rgdpna,ATG,2009,1037.52071958912000000
rgdpna,ATG,2010,955.46187269501100000
rgdpna,ATG,2011,907.27093952443300000
rgdpna,BGD,1959,41085.89930549730000000
rgdpna,BGD,1960,43445.12118038610000000
rgdpna,BGD,1961,42055.65302495520000000
rgdpna,BGD,1962,45161.41218051320000000
rgdpna,BGD,1963,47542.32406557800000000
rgdpna,BGD,1964,47323.91767422470000000
rgdpna,BGD,1965,46396.95321841990000000
rgdpna,BGD,1966,47420.29221021030000000
rgdpna,BGD,1967,44715.80244260160000000
rgdpna,BGD,1968,46988.20548109570000000
rgdpna,BGD,1969,48591.07679460450000000
rgdpna,BGD,1970,52619.28153718910000000
rgdpna,BGD,1971,49736.01693194110000000
rgdpna,BGD,1972,42786.04086430100000000
rgdpna,BGD,1973,44208.96774917480000000
rgdpna,BGD,1974,48449.47261813050000000
rgdpna,BGD,1975,46468.75445092250000000
rgdpna,BGD,1976,49099.51848590760000000
rgdpna,BGD,1977,50411.97613252450000000
rgdpna,BGD,1978,53978.03752532550000000
rgdpna,BGD,1979,56569.86565099230000000
rgdpna,BGD,1980,57033.25310374260000000
rgdpna,BGD,1981,58969.18661994550000000
rgdpna,BGD,1982,59694.59770273310000000
rgdpna,BGD,1983,62615.79354188320000000
rgdpna,BGD,1984,66013.07695872330000000
rgdpna,BGD,1985,68001.31493674490000000
rgdpna,BGD,1986,70952.42291221110000000
rgdpna,BGD,1987,73919.23893692970000000
rgdpna,BGD,1988,76056.20206209740000000
rgdpna,BGD,1989,77972.58407017200000000
rgdpna,BGD,1990,83140.19805844070000000
rgdpna,BGD,1991,85966.81138832870000000
rgdpna,BGD,1992,89600.88529220070000000
rgdpna,BGD,1993,93699.86832051060000000
rgdpna,BGD,1994,97527.21648105250000000
rgdpna,BGD,1995,102330.39037509300000000
rgdpna,BGD,1996,107060.18423376400000000
rgdpna,BGD,1997,112828.24122445000000000
rgdpna,BGD,1998,118726.32248833200000000
rgdpna,BGD,1999,124507.25316943300000000
rgdpna,BGD,2000,131908.98147385100000000
rgdpna,BGD,2001,138865.28008989200000000
rgdpna,BGD,2002,144996.95446636400000000
rgdpna,BGD,2003,152617.98608701100000000
rgdpna,BGD,2004,162187.90133121600000000
rgdpna,BGD,2005,171847.03125000000000000
rgdpna,BGD,2006,183239.34610942900000000
rgdpna,BGD,2007,195017.67857596800000000
rgdpna,BGD,2008,207090.04613159900000000
rgdpna,BGD,2009,218979.41417797200000000
rgdpna,BGD,2010,232270.08342607800000000
rgdpna,BGD,2011,247744.51677937300000000
rgdpna,BIH,1990,5632.14586969328000000
rgdpna,BIH,1991,5105.65149201487000000
rgdpna,BIH,1992,4777.00535996516000000
rgdpna,BIH,1993,4672.80227688394000000
rgdpna,BIH,1994,5192.97701217382000000
rgdpna,BIH,1995,6273.11629168078000000
rgdpna,BIH,1996,9673.10145297416000000
rgdpna,BIH,1997,13217.43501961660000000
rgdpna,BIH,1998,15413.69346312450000000
rgdpna,BIH,1999,16881.31912325980000000
rgdpna,BIH,2000,17795.32722252540000000
rgdpna,BIH,2001,18216.47374001290000000
rgdpna,BIH,2002,19137.31281344630000000
rgdpna,BIH,2003,19876.95225137440000000
rgdpna,BIH,2004,21121.88356588220000000
rgdpna,BIH,2005,22806.75976562500000000
rgdpna,BIH,2006,24165.78726795390000000
rgdpna,BIH,2007,25643.25897713370000000
rgdpna,BIH,2008,27073.62577578610000000
rgdpna,BIH,2009,26285.22219822590000000
rgdpna,BIH,2010,26474.29306597750000000
rgdpna,BIH,2011,26924.35604809910000000
rgdpna,BLR,1990,70765.33510667370000000
rgdpna,BLR,1991,69784.75309595750000000
rgdpna,BLR,1992,63054.65061597960000000
rgdpna,BLR,1993,58287.18703776790000000
rgdpna,BLR,1994,51477.19538857000000000
rgdpna,BLR,1995,46098.95503678660000000
rgdpna,BLR,1996,47378.87612367010000000
rgdpna,BLR,1997,52790.20155185630000000
rgdpna,BLR,1998,57248.03158382860000000
rgdpna,BLR,1999,59222.29309617410000000
rgdpna,BLR,2000,62649.83934722590000000
rgdpna,BLR,2001,65610.23596881410000000
rgdpna,BRN,1970,7970.79727724665000000
rgdpna,BRN,1971,8767.35198951900000000
rgdpna,BRN,1972,9656.86158950593000000
rgdpna,BRN,1973,10581.35263229610000000
rgdpna,BRN,1974,11802.52751939220000000
rgdpna,BRN,1975,11844.93397212700000000
rgdpna,BRN,1976,14232.32697035690000000
rgdpna,BRN,1977,15785.57604341170000000
rgdpna,BRN,1978,16858.82017479090000000
rgdpna,BRN,1979,20659.16005024200000000
rgdpna,BRN,1980,19213.73163565390000000
rgdpna,BRN,1981,15404.36911210650000000
rgdpna,BRN,1982,16012.94680498040000000
rgdpna,BRN,1983,16093.24838464330000000
rgdpna,BRN,1984,16190.24186398770000000
rgdpna,BRN,1985,15948.88599575950000000
rgdpna,BRN,1986,14119.04661620400000000
rgdpna,BRN,1987,14162.76779778190000000
rgdpna,BRN,1988,14111.45747135130000000
rgdpna,BRN,1989,14422.95446328130000000
rgdpna,BRN,1990,14580.08111280690000000
rgdpna,GMB,1960,528.93036665165300000
rgdpna,GMB,1961,498.34851593416000000
rgdpna,GMB,1962,507.51963678109700000
rgdpna,GMB,1963,513.52521121649100000
rgdpna,GMB,1964,571.51277806885800000
rgdpna,GMB,1965,629.96640544294300000
rgdpna,GMB,1966,637.64721858664500000
rgdpna,GMB,1967,637.64721858664500000
rgdpna,GMB,1968,663.91773798667700000
rgdpna,GMB,1969,685.21480338824700000
rgdpna,GMB,1970,708.47511480110900000
rgdpna,GMB,1971,708.24175372038700000
rgdpna,GMB,1972,708.86404019353100000
rgdpna,GMB,1973,742.54538817048200000
rgdpna,GMB,1974,798.16232350699000000
rgdpna,GMB,1975,846.82289399312400000
rgdpna,GMB,1976,835.53639027554200000
rgdpna,GMB,1977,848.55899988503300000
rgdpna,GMB,1978,891.00830348154600000
rgdpna,GMB,1979,862.41034309624300000
rgdpna,GMB,1980,864.49608990725600000
rgdpna,GMB,1981,1020.46857700078000000
rgdpna,GMB,1982,1092.19697514169000000
rgdpna,GMB,1983,1053.86230336754000000
rgdpna,GMB,1984,1083.67735264509000000
rgdpna,GMB,1985,1120.42956694546000000
rgdpna,GMB,1986,1144.43501277141000000
rgdpna,GMB,1987,1179.57815317757000000
rgdpna,GMB,1988,1239.60507601538000000
rgdpna,GMB,1989,1284.03003190783000000
rgdpna,GMB,1990,1330.16205775682000000
rgdpna,GMB,1991,1368.46043467449000000
rgdpna,GMB,1992,1416.52818850237000000
rgdpna,GMB,1993,1461.74872352970000000
rgdpna,GMB,1994,1484.58157638300000000
rgdpna,GMB,1995,1492.27731948539000000
rgdpna,GMB,1996,1555.67676981556000000
rgdpna,GMB,1997,1562.20708579368000000
rgdpna,GMB,1998,1619.29964088219000000
rgdpna,GMB,1999,1730.15630592738000000
rgdpna,GMB,2000,1836.29531083188000000
rgdpna,GMB,2001,1942.50828473217000000
rgdpna,GMB,2002,1951.39622654231000000
rgdpna,GMB,2003,1996.32893524959000000
rgdpna,GMB,2004,2180.18252745235000000
rgdpna,GMB,2005,2160.69130281971000000
rgdpna,GMB,2006,2195.76183595201000000
rgdpna,GMB,2007,2298.29341884105000000
rgdpna,GMB,2008,2426.67380949532000000
rgdpna,GMB,2009,2578.67912597979000000
rgdpna,GMB,2010,2735.35035478858000000
rgdpna,GMB,2011,2884.97401925253000000
rgdpna,IND,1950,225047.56698916700000000
rgdpna,IND,1951,229282.07142564400000000
rgdpna,IND,1952,240928.44337505700000000
rgdpna,IND,1953,254842.27787385000000000
rgdpna,IND,1954,264418.02258329200000000
rgdpna,IND,1955,270289.78106430700000000
rgdpna,IND,1956,277666.84374441800000000
rgdpna,IND,1957,277845.16789620300000000
rgdpna,IND,1958,297537.64589666800000000
rgdpna,IND,1959,303427.68414583800000000
rgdpna,IND,1960,326911.78713660900000000
rgdpna,IND,1961,338634.67187087100000000
rgdpna,IND,1962,349926.09237283000000000
rgdpna,IND,1963,372914.09633925900000000
rgdpna,IND,1964,400631.46968933300000000
rgdpna,IND,1965,392043.75801811000000000
rgdpna,IND,1966,390534.25024363800000000
rgdpna,IND,1967,421533.18906163300000000
rgdpna,IND,1968,443001.31129233700000000
rgdpna,IND,1969,492618.27110541800000000
rgdpna,IND,1970,500244.75235206600000000
rgdpna,IND,1971,509330.51022067200000000
rgdpna,IND,1972,506186.76890490900000000
rgdpna,IND,1973,521140.51488095500000000
rgdpna,IND,1974,527353.96906707800000000
rgdpna,IND,1975,575817.92467270700000000
rgdpna,IND,1976,586048.65583061500000000
rgdpna,IND,1977,628220.19357500200000000
rgdpna,IND,1978,663003.69246591400000000
rgdpna,IND,1979,629597.12265994400000000
rgdpna,IND,1980,671255.39651606000000000
rgdpna,IND,1981,715114.78281614900000000
rgdpna,IND,1982,742154.90631547200000000
rgdpna,IND,1983,797271.55155001300000000
rgdpna,IND,1984,826596.68639814500000000
rgdpna,IND,1985,871798.45517533100000000
rgdpna,IND,1986,914251.30101234900000000
rgdpna,IND,1987,957854.05536838200000000
rgdpna,IND,1988,1052906.57929549000000000
rgdpna,IND,1989,1122108.37007977000000000
rgdpna,IND,1990,1185629.71148506000000000
rgdpna,IND,1991,1190648.84008497000000000
rgdpna,IND,1992,1255186.83880745000000000
rgdpna,IND,1993,1317380.60342479000000000
rgdpna,IND,1994,1415705.01477115000000000
rgdpna,IND,1995,1523946.34814323000000000
rgdpna,IND,1996,1636637.11066173000000000
rgdpna,IND,1997,1709928.50006708000000000
rgdpna,IND,1998,1812308.30083181000000000
rgdpna,IND,1999,1941502.73507032000000000
rgdpna,IND,2000,2019753.35718567000000000
rgdpna,IND,2001,2125121.87508730000000000
rgdpna,IND,2002,2205170.23196835000000000
rgdpna,IND,2003,2389762.34006275000000000
rgdpna,IND,2004,2588024.93357530000000000
rgdpna,IND,2005,2828319.74408501000000000
rgdpna,IND,2006,3090334.28844711000000000
rgdpna,IND,2007,3393229.08766686000000000
rgdpna,IND,2008,3525258.17450010000000000
rgdpna,IND,2009,3815677.06726884000000000
rgdpna,IND,2010,4180183.71494832000000000
rgdpna,IND,2011,4466773.90651715000000000
rgdpna,ISR,1950,4369.05771484096000000
rgdpna,ISR,1951,5444.32059927809000000
rgdpna,ISR,1952,5406.59791208549000000
rgdpna,ISR,1953,5359.83275675996000000
rgdpna,ISR,1954,6266.80471859418000000
rgdpna,ISR,1955,7125.51328549308000000
rgdpna,ISR,1956,8218.71385652995000000
rgdpna,ISR,1957,8443.98576618951000000
rgdpna,ISR,1958,9007.12100503728000000
rgdpna,ISR,1959,9916.96742451463000000
rgdpna,ISR,1960,10582.65021405670000000
rgdpna,ISR,1961,11794.53453084310000000
rgdpna,ISR,1962,12938.14339929450000000
rgdpna,EGY,1950,16024.62424413290000000
rgdpna,EGY,1951,16365.23379019920000000
rgdpna,EGY,1952,17470.90588091820000000
rgdpna,EGY,1953,18324.03247137860000000
rgdpna,EGY,1954,17829.69964980290000000
rgdpna,EGY,1955,17797.18841303970000000
rgdpna,EGY,1956,18115.84153936420000000
rgdpna,EGY,1957,18959.12674642380000000
rgdpna,EGY,1958,20760.38328194280000000
rgdpna,EGY,1959,21630.47392370240000000
rgdpna,EGY,1960,23287.03345253230000000
rgdpna,EGY,1961,24435.03315990050000000
rgdpna,EGY,1962,24929.89938979070000000
rgdpna,EGY,1963,25744.37554716940000000
rgdpna,EGY,1964,30225.90551472840000000
rgdpna,EGY,1965,31747.09934856930000000
rgdpna,EGY,1966,31651.51257862740000000
rgdpna,EGY,1967,31375.67713784100000000
rgdpna,EGY,1968,33098.96938060530000000
rgdpna,EGY,1969,35798.61220206230000000
rgdpna,EGY,1970,42544.30710939350000000
rgdpna,EGY,1971,44008.21931657210000000
rgdpna,EGY,1972,45704.64605300100000000
rgdpna,EGY,1973,46026.97661627620000000
rgdpna,EGY,1974,47170.97658813840000000
rgdpna,EGY,1975,49571.04859691430000000
rgdpna,EGY,1976,56366.23904291900000000
rgdpna,EGY,1977,60754.91144967270000000
rgdpna,EGY,1978,65565.79885182710000000
rgdpna,EGY,1979,72313.71840768130000000
rgdpna,EGY,1980,79509.63708131400000000
rgdpna,EGY,1981,82496.08336503030000000
rgdpna,EGY,1982,90669.11123414710000000
rgdpna,EGY,1983,104871.53982963400000000
rgdpna,EGY,1984,115568.08715589000000000
rgdpna,EGY,1985,123370.79157298500000000
rgdpna,EGY,1986,125830.15450405600000000
rgdpna,EGY,1987,135721.41179866900000000
rgdpna,EGY,1988,142915.62234981100000000
rgdpna,EGY,1989,151227.44757829000000000
rgdpna,EGY,1990,160022.51489007100000000
rgdpna,EGY,1991,168569.82085371900000000
rgdpna,EGY,1992,179802.32968797800000000
rgdpna,EGY,1993,185024.48218249200000000
rgdpna,EGY,1994,192329.27097635000000000
rgdpna,EGY,1995,201095.01752926700000000
rgdpna,EGY,1996,211386.36599007400000000
rgdpna,EGY,1997,222993.86931619000000000
rgdpna,EGY,1998,231967.29692691100000000
rgdpna,EGY,1999,246140.28072346700000000
rgdpna,EGY,2000,259390.76261560000000000
rgdpna,EGY,2001,268531.91784548100000000
rgdpna,EGY,2002,277086.02640878100000000
rgdpna,EGY,2003,285715.25605128900000000
rgdpna,EGY,2004,297489.03547928900000000
rgdpna,EGY,2005,310791.98497719600000000
rgdpna,EGY,2006,332062.08554860900000000
rgdpna,EGY,2007,355598.07312197400000000
rgdpna,EGY,2008,381045.67959025000000000
rgdpna,EGY,2009,398758.74150315100000000
rgdpna,EGY,2010,419379.12596429700000000
rgdpna,EGY,2011,426779.37238101700000000
rgdpna,EST,1990,15676.60395631840000000
rgdpna,EST,1991,14422.50016004100000000
rgdpna,EST,1992,11369.45068443540000000
rgdpna,EST,1993,10716.78802443100000000
rgdpna,EST,1994,10503.33112476580000000
rgdpna,EST,1995,10951.35714010730000000
rgdpna,EST,1996,11447.95688004210000000
rgdpna,EST,1997,12718.46423292620000000
rgdpna,EST,1998,13283.43998582720000000
rgdpna,EST,1999,13243.58996683530000000
rgdpna,EST,2000,14564.54326464960000000
rgdpna,EST,2001,15479.43607931110000000
rgdpna,EST,2002,16494.95342079100000000
rgdpna,EST,2003,17775.85034196920000000
rgdpna,EST,2004,18903.34354794880000000
rgdpna,EST,2005,20576.95043141330000000
rgdpna,EST,2006,22654.67575760420000000
rgdpna,GHA,1955,7625.77049914142000000
rgdpna,GHA,1956,9299.97733992428000000
rgdpna,GHA,1957,8523.97676162414000000
rgdpna,GHA,1958,9451.43950906291000000
rgdpna,GHA,1959,9948.97655057873000000
rgdpna,GHA,1960,10698.78713013380000000
rgdpna,GHA,1961,11079.28807636910000000
rgdpna,GHA,1962,11616.46555697540000000
rgdpna,GHA,1963,12019.34912904170000000
rgdpna,GHA,1964,12276.74655642930000000
rgdpna,GHA,1965,12444.61440371590000000
rgdpna,GHA,1966,12455.80571663140000000
rgdpna,GHA,1967,12679.63012849570000000
rgdpna,GHA,1968,12858.68928869780000000
rgdpna,GHA,1969,13612.72453810120000000
rgdpna,GHA,1970,14533.90382771920000000
rgdpna,GHA,1971,15347.68748450810000000
rgdpna,GHA,1972,14962.72848673330000000
rgdpna,GHA,1973,15792.39453869190000000
rgdpna,GHA,1974,16874.57116406750000000
rgdpna,GHA,1975,14776.78757893250000000
rgdpna,GHA,1976,14255.13872544210000000
rgdpna,GHA,1977,14579.31621589620000000
rgdpna,GHA,1978,15815.05059979660000000
rgdpna,GHA,1979,15417.59053806330000000
rgdpna,GHA,1980,15488.63547553060000000
rgdpna,GHA,1981,14947.40730874800000000
rgdpna,GHA,1982,13912.78044573460000000
rgdpna,GHA,1983,13277.57157430420000000
rgdpna,GHA,1984,14425.75845737130000000
rgdpna,GHA,1985,15158.58419130020000000
rgdpna,GHA,1986,15948.74934106700000000
rgdpna,GHA,1987,16713.47572045860000000
rgdpna,GHA,1988,17654.13850456940000000
rgdpna,GHA,1989,18552.00548125240000000
rgdpna,GHA,1990,19169.56802216800000000
rgdpna,GHA,1991,20182.07127698870000000
rgdpna,GHA,1992,20965.01841844000000000
rgdpna,GHA,1993,21981.82181256400000000
rgdpna,GHA,1994,22700.45283566600000000
rgdpna,GHA,1995,23613.78405079250000000
rgdpna,GHA,1996,24699.10989582800000000
rgdpna,GHA,1997,25736.03883485340000000
rgdpna,GHA,1998,26944.02409542560000000
rgdpna,GHA,1999,28137.24136766320000000
rgdpna,GHA,2000,29320.56844145950000000
rgdpna,GHA,2001,30651.44425896750000000
rgdpna,GHA,2002,32120.76492691800000000
rgdpna,CMR,1966,9636.30427420703000000
rgdpna,CMR,1967,8568.20952125739000000
rgdpna,CMR,1968,9175.86145138752000000
rgdpna,CMR,1969,9492.62079381266000000
rgdpna,CMR,1970,9993.66506039545000000
rgdpna,CMR,1971,10341.41540494980000000
rgdpna,CMR,1972,10617.92864687980000000
rgdpna,CMR,1973,11186.59101038880000000
rgdpna,CMR,1974,12387.38902776690000000
rgdpna,CMR,1975,13780.35820457930000000
rgdpna,CMR,1976,13023.10844969780000000
rgdpna,CMR,1977,14812.46681880980000000
rgdpna,CMR,1978,18071.65462206880000000
rgdpna,CMR,1979,19162.30044270600000000
rgdpna,CMR,1980,18785.70534863590000000
rgdpna,CMR,1981,20155.34786690620000000
rgdpna,CMR,1982,21656.58133968870000000
rgdpna,CMR,1983,23476.37458153470000000
rgdpna,CMR,1984,25365.25307450340000000
rgdpna,CMR,1985,25961.79873498420000000
rgdpna,CMR,1986,24597.09087750900000000
rgdpna,CMR,1987,23218.67562893820000000
rgdpna,CMR,1988,22342.49919011340000000
rgdpna,CMR,1989,21639.58417473240000000
rgdpna,CMR,1990,21510.73469843220000000
rgdpna,CMR,1991,20701.06093761770000000
rgdpna,CMR,1992,20069.64635825640000000
rgdpna,CMR,1993,19435.82611340670000000
rgdpna,CMR,1994,19412.19850504790000000
rgdpna,CMR,1995,20199.15992998470000000
rgdpna,CMR,1996,21216.42656273960000000
rgdpna,CMR,1997,22343.90109068840000000
rgdpna,CMR,1998,23437.71538140690000000
rgdpna,CMR,1999,24389.82073342220000000
rgdpna,CMR,2000,25407.74966525290000000
rgdpna,CMR,2001,26554.72436215990000000
rgdpna,CMR,2002,27619.31509760270000000
rgdpna,CMR,2003,28732.64784297270000000
rgdpna,CMR,2004,29796.28853206440000000
rgdpna,CMR,2005,30480.66543593630000000
rgdpna,CMR,2006,31463.36299944970000000
rgdpna,CMR,2007,32487.70453689100000000
rgdpna,CMR,2008,33424.66495617120000000
rgdpna,CMR,2009,34070.37954345520000000
rgdpna,CMR,2010,35169.93036437810000000
rgdpna,CMR,2011,36627.34660505530000000
rgdpna,CRI,1950,2134.84248272993000000
rgdpna,CRI,1951,2207.92644019404000000
rgdpna,CRI,1952,2484.09883865507000000
rgdpna,CRI,1953,2917.82727423238000000
rgdpna,CRI,1954,3033.64764680160000000
rgdpna,CRI,1955,3355.32345706777000000
rgdpna,CRI,1956,3312.68764097164000000
rgdpna,CRI,1957,3537.86699559601000000
rgdpna,CRI,1958,3950.39908026111000000
rgdpna,CRI,1959,4066.70061649305000000
rgdpna,CRI,1960,4404.27561110502000000
rgdpna,CRI,1961,4372.29420810543000000
rgdpna,CRI,1962,4685.31466127635000000
rgdpna,CRI,1963,4983.28508354183000000
rgdpna,CRI,1964,5215.49658833537000000
rgdpna,CRI,1965,5790.22885638010000000
rgdpna,CRI,1966,6135.01938477133000000
rgdpna,CRI,1967,6482.68955979452000000
rgdpna,CRI,1968,7026.37131497482000000
rgdpna,CRI,1969,7418.39447528903000000
rgdpna,CRI,1970,7974.95290361833000000
rgdpna,CRI,1971,8514.34243440452000000
rgdpna,CRI,1972,9211.11352591728000000
rgdpna,CRI,1973,9920.76129056963000000
rgdpna,CRI,1974,10471.59675307180000000
rgdpna,CRI,1975,10691.93093805220000000
rgdpna,CRI,1976,11281.39641999350000000
rgdpna,CRI,1977,12285.77692561650000000
rgdpna,CRI,1978,13055.51583163460000000
rgdpna,CRI,1979,13700.78023054820000000
rgdpna,CRI,1980,13803.79361572610000000
rgdpna,CRI,1981,13491.89197724280000000
rgdpna,CRI,1982,12508.97259352590000000
rgdpna,CRI,1983,12866.65795877090000000
rgdpna,CRI,1984,13899.65329362250000000
rgdpna,CRI,1985,13999.80519589190000000
rgdpna,CRI,1986,14773.83632628300000000
rgdpna,CRI,1987,15477.76112509780000000
rgdpna,CRI,1988,16009.99694860240000000
rgdpna,CRI,1989,16917.08703486460000000
rgdpna,CRI,1990,17517.99844848100000000
rgdpna,CRI,1991,17914.31383318550000000
rgdpna,CRI,1992,19553.83398595170000000
rgdpna,CRI,1993,21003.48808302270000000
rgdpna,CRI,1994,21996.86303721130000000
rgdpna,CRI,1995,22859.32969735060000000
rgdpna,CRI,1996,23062.00504193770000000
